tracking_id	SANO_0	SANO_1	SANO_2	CANCER_0	CANCER_1	CANCER_2
MSTRG.1	0	0	0.0117003	0	0	0
MSTRG.10	1.00973	0.899781	0.432025	0.400071	3.30637	4.54711
MSTRG.100	0.119747	0.794857	0.811656	1.84011	0.141441	0.149644
MSTRG.1000	2.67267	3.27955	2.22344	2.42746	2.45164	2.04795
MSTRG.10000	5.14383	8.33402	7.00903	6.67157	5.7516	10.2441
MSTRG.10001	0	0	0	22.8502	0	7.23389
MSTRG.10002	5.08763	4.53751	4.41425	5.16418	4.12642	13.0336
MSTRG.10003	0	0	0.418316	0	0	8.54977
MSTRG.10004	0	0	0	0	0	9.92905
MSTRG.10005	0.327298	0.0670498	0.0114303	2.42909	6.29579	27.0385
MSTRG.10006	1.11565	2.92025	2.54513	1.80413	2.72082	3.46205
MSTRG.10007	0.84548	1.47238	0.798106	1.9104	1.29738	2.64045
MSTRG.10008	1.75183	1.29802	1.71379	1.35834	2.05197	6.20276
MSTRG.10009	1.48672	2.52266	2.06328	2.60658	3.88833	6.78301
MSTRG.1001	9.79342	13.858	11.0678	6.44417	4.89132	5.78561
MSTRG.10010	6.76507	4.53949	8.60502	3.40991	5.06857	1.69831
MSTRG.10011	0	0.0114703	0.187444	0.314466	0.833325	0.127672
MSTRG.10012	17.9445	25.1574	22.9061	22.881	18.4141	13.2905
MSTRG.10013	12.2252	10.2453	12.4875	10.2439	7.80857	15.3723
MSTRG.10014	30.0783	33.1004	30.3788	34.8509	14.183	11.3271
MSTRG.10015	13.1251	9.70109	14.4171	15.3153	14.3666	10.5523
MSTRG.10016	31.3493	29.3534	31.7904	28.5587	26.0315	42.7835
MSTRG.10017	8.35243	6.68126	9.53369	5.73263	4.92416	4.68259
MSTRG.10018	30.4271	35.0515	36.6081	37.874	41.9993	79.3048
MSTRG.10019	2.62887	1.25745	1.06443	3.26906	0.440637	0.766993
MSTRG.1002	87.2473	53.963	70.7084	56.0382	66.1981	68.6768
MSTRG.10020	6.11259	3.20039	3.53972	3.22113	3.34081	14.9225
MSTRG.10021	9.57475	24.8765	27.2725	17.4356	12.7324	23.0963
MSTRG.10022	7.74422	11.0715	7.72473	13.1776	4.09446	5.84618
MSTRG.10023	3.15438	0.93663	0.566794	2.87612	1.29196	4.34417
MSTRG.10024	10.8685	15.245	13.5528	20.5889	12.624	23.8412
MSTRG.10025	0.556165	0.642632	0.891913	0.917366	0.709479	0.476586
MSTRG.10026	2.81287	2.37096	1.68477	1.52957	5.98046	2.04453
MSTRG.10027	1.63245	1.47071	1.38269	2.41638	2.02896	4.26149
MSTRG.10028	2.11576	1.76851	2.10677	1.00221	1.18456	1.47308
MSTRG.10029	47.7134	23.4798	34.1389	30.6588	49.9104	69.2603
MSTRG.1003	0	0.242585	0.361227	0.422374	0.523293	0.131819
MSTRG.10030	16.7796	14.8095	24.5103	13.9271	44.3577	35.9921
MSTRG.10031	0.733796	0.140711	0.256661	0.324197	0.588248	0.964706
MSTRG.10032	0	0	0	0	0.0768389	2.82955
MSTRG.10033	98.8073	48.0037	269.53	68.2046	408.697	885.553
MSTRG.10034	9.40999	2.3134	3.54063	5.86769	3.33444	1.43761
MSTRG.10035	73.6906	28.0577	29.1395	31.0278	11.2457	5.35776
MSTRG.10036	127.628	113.083	94.1281	139.388	124.199	74.9206
MSTRG.10037	38.2961	24.4205	26.143	20.1168	40.0099	59.1315
MSTRG.10038	60.4016	61.3881	52.6121	63.8322	62.8971	65.9345
MSTRG.10039	0.422829	2.80666	2.43756	1.96713	2.24745	1.47196
MSTRG.1004	7.27833	6.14799	3.92426	3.30702	3.70106	0.78382
MSTRG.10040	1.89832	6.78928	3.58533	23.7334	43.2018	24.566
MSTRG.10041	0.649598	0.0998128	0.102132	0.0686846	0.287732	10.4372
MSTRG.10042	6.04182	2.40024	0.330407	0.666601	5.21269	9.37921
MSTRG.10043	34.2309	26.0678	41.941	40.1092	36.0699	20.8778
MSTRG.10044	0	0	0	0	0.0708937	0
MSTRG.10045	4.08469	1.69653	1.83056	4.98964	9.96879	16.0387
MSTRG.10046	72.173	51.9096	62.5173	61.7087	64.7256	116.607
MSTRG.10047	11.2842	5.69333	2.87262	6.04459	9.94194	17.4325
MSTRG.10048	37.5775	25.4112	32.648	31.1162	24.0842	40.2731
MSTRG.10049	196.346	152.908	180.956	199.619	187.169	431.975
MSTRG.1005	0.367154	0.451315	0.327111	0.232924	0.130101	0.245796
MSTRG.10050	1.50938	0.365868	0.5515	0.846084	7.78732	2.2358
MSTRG.10051	30.0972	8.84776	9.63799	17.9916	61.3048	89.7437
MSTRG.10052	31.8485	20.5715	18.1201	33.4379	63.797	59.4916
MSTRG.10053	32.4151	22.4847	24.6013	25.0767	26.6734	55.1788
MSTRG.10054	8.96747	5.13383	5.51282	8.35833	10.2758	15.1373
MSTRG.10055	31.7962	19.3473	26.5156	15.3977	2.18707	0.702642
MSTRG.10056	5.28967	2.01107	1.94185	2.99002	4.6907	8.72609
MSTRG.10057	7.48864	0.970315	1.54214	3.53915	8.86606	12.1357
MSTRG.10058	0.916108	0.744916	1.34442	0.536353	0.898953	0.452695
MSTRG.10059	13.9491	5.30217	3.36858	7.2981	11.3398	9.13736
MSTRG.1006	80.0588	184.121	68.4539	198.967	76.3662	39.3498
MSTRG.10060	51.983	86.1542	40.3898	83.9575	27.4186	14.2718
MSTRG.10061	290.192	381.06	331.513	531.577	72.9355	38.4039
MSTRG.10062	2.44789	1.89735	2.62993	1.06406	1.66254	0.546259
MSTRG.10063	0.072863	0.0268695	0.0381861	0	0.129095	0
MSTRG.10064	15.0541	7.52009	8.74568	10.0923	13.8469	17.4117
MSTRG.10065	6.74963	4.13527	6.17229	7.08628	16.1072	26.4076
MSTRG.10066	17.4764	6.69536	7.18996	14.1754	23.5129	30.1048
MSTRG.10067	0.693503	0.14353	0.24216	0	1.99923	3.55012
MSTRG.10068	2.60632	2.56699	2.61531	2.29107	3.86915	4.92978
MSTRG.10069	2.76173	2.70102	1.83303	2.84052	2.67148	2.97212
MSTRG.1007	3.6338	8.31385	4.18655	6.43972	4.61375	7.07027
MSTRG.10070	2.03398	0.64908	0.432511	3.5365	9.74729	19.8209
MSTRG.10071	0	0.0950166	0.0810206	0	5.88898	0.310489
MSTRG.10072	25.8545	11.3324	21.3315	18.3797	19.1752	41.9524
MSTRG.10073	63.6582	41.4199	45.2916	53.4329	64.0275	96.3036
MSTRG.10074	260.706	214.608	230.862	207.648	100.372	130.931
MSTRG.10075	49.9132	12.8416	32.4852	23.0738	19.9491	12.7444
MSTRG.10076	1.60212	1.37856	1.19416	1.39284	2.6634	2.62803
MSTRG.10077	7.09477	17.4634	17.5237	16.3581	13.6496	29.5612
MSTRG.10078	4.55491	2.05135	2.42264	1.23081	8.22214	1.84968
MSTRG.10079	0.888258	1.77223	1.17363	1.34305	1.59746	1.918
MSTRG.1008	13.4316	33.7915	21.0608	41.4819	23.9268	23.1476
MSTRG.10080	0.680412	0.959998	1.02571	0.900689	1.07455	0.668942
MSTRG.10081	2.98143	1.95393	1.50252	2.74691	2.14911	5.16341
MSTRG.10082	0.445122	0.613989	0.419853	0.675742	0.933746	0.538444
MSTRG.10083	1.8526	4.04998	2.9393	3.10794	2.87923	4.46594
MSTRG.10084	7.49056	4.40826	3.78693	6.76029	6.87144	16.9585
MSTRG.10085	1.33561	1.97018	1.1212	1.49982	3.22372	3.6824
MSTRG.10086	2.23661	1.07342	1.24429	2.02004	1.95628	3.45435
MSTRG.10087	0.922782	1.05798	1.05841	1.15844	2.55342	2.67547
MSTRG.10088	1.25081	2.98498	2.30445	1.93149	2.50485	5.6261
MSTRG.10089	2.40819	0.900986	1.50394	2.04744	2.4915	9.00664
MSTRG.1009	14.0364	15.9435	13.1405	19.0775	18.2724	14.1072
MSTRG.10090	0.77148	1.77867	1.08999	1.28795	1.59015	2.49423
MSTRG.10091	1.9343	2.28501	1.62963	2.52934	2.20719	2.97076
MSTRG.10092	0	0.503354	0.49071	0.878288	0.480791	0
MSTRG.10093	0.36886	0.844995	0.583442	0.780025	0.308946	0.72735
MSTRG.10094	57.0897	85.8062	111.246	60.3632	66.2066	75.0492
MSTRG.10095	1.44464	1.66805	1.33157	1.28145	1.28119	2.01165
MSTRG.10096	0.82859	1.98189	1.52521	1.81147	1.60231	2.67023
MSTRG.10097	7.82041	10.9322	7.02869	10.4409	8.91161	12.0238
MSTRG.10098	1.99103	2.40288	1.49019	2.41072	2.35842	3.22275
MSTRG.10099	16.9964	7.10505	8.50363	11.6451	22.4145	41.6296
MSTRG.101	0.145986	0.207247	0.267605	0.688758	2.41541	4.96975
MSTRG.1010	12.5361	20.5548	15.1957	18.9462	20.8944	14.9555
MSTRG.10100	1.05256	1.06337	0.730904	1.08509	1.01403	1.54142
MSTRG.10101	0.334241	1.34992	1.17305	1.39172	0.814265	1.42089
MSTRG.10102	1.2398	1.76234	1.2552	1.53154	0.555214	1.09214
MSTRG.10103	1.81217	1.82475	1.59766	3.6372	2.69459	2.54952
MSTRG.10104	2.27888	2.36172	2.43874	1.79502	1.01462	2.00894
MSTRG.10105	1.38808	1.83508	1.5362	1.88423	0.953686	0.834443
MSTRG.10106	46.6002	38.9519	58.6134	39.4178	31.3744	24.9577
MSTRG.10107	0.977592	1.29005	0.979711	1.4927	2.15361	3.35977
MSTRG.10108	0.553566	1.09034	0.621537	0.572989	0.700582	0.227439
MSTRG.10109	9.29733	19.8813	15.0405	15.2835	6.6512	2.81852
MSTRG.1011	10.487	12.7783	54.0464	4.43215	7.75148	4.04767
MSTRG.10110	9.54167	5.37891	7.16395	5.7067	16.3806	35.6051
MSTRG.10112	59.6275	16.2223	46.2375	35.8558	13.2182	16.7998
MSTRG.10113	150.355	105.499	118.834	110.474	180.871	194.726
MSTRG.10114	10.1533	9.28992	8.55216	11.5495	14.9977	13.5617
MSTRG.10115	138.055	78.1425	77.4061	125.872	27.4511	101.674
MSTRG.10116	3.62122	3.38298	2.7708	4.52394	5.53742	3.19258
MSTRG.10117	0.68991	0.279635	1.12937	2.42203	2.07947	5.33209
MSTRG.10118	57.5431	51.5909	66.1975	50.0665	36.5368	43.5156
MSTRG.10119	11.2938	5.56135	5.32959	6.57353	7.02419	7.54886
MSTRG.1012	18.0409	5.7777	31.4335	4.75693	4.17373	1.41819
MSTRG.10120	11.3346	3.05646	1.22372	1.58453	0.34002	1.95926
MSTRG.10121	0.704227	0.578407	0.266155	0.555063	0.0642476	0.0656885
MSTRG.10122	8.4806	11.375	3.64971	12.7463	34.4848	25.2267
MSTRG.10123	0	0	0.0697573	0.522483	0	0.179565
MSTRG.10124	143.066	140.581	146.819	164.404	111.831	170.254
MSTRG.10125	112.768	101.721	140.504	83.5997	43.2332	62.7328
MSTRG.10126	2.87096	2.16755	3.33319	7.10828	11.1259	70.0104
MSTRG.10127	0	0	0.0583381	0.23539	0	4.55343
MSTRG.10128	0	0	0.165611	0.240348	0	9.40599
MSTRG.10129	2.2283	4.34013	4.9624	2.99629	2.68542	19.0762
MSTRG.1013	2.62158	0.595676	1.48217	1.34395	5.3204	6.53093
MSTRG.10130	88.3708	90.4353	89.9505	81.7986	54.3937	99.2433
MSTRG.10131	137.614	72.0389	91.8304	101.91	141.032	208.293
MSTRG.10132	0	0.0105411	0.0539302	0.0725367	0.0911608	5.83276
MSTRG.10133	4.24385	5.58815	4.40938	4.90385	7.70714	13.5024
MSTRG.10134	28.2365	20.5738	22.2957	20.8445	18.4221	17.8936
MSTRG.10135	15.0714	10.75	13.6498	9.87656	13.2523	15.8343
MSTRG.10136	0.759276	0.209997	0.238753	0.160563	1.14346	1.47409
MSTRG.10137	6.45833	4.96318	6.28432	7.77248	14.7754	32.1788
MSTRG.10138	16.4221	12.8933	16.9693	14.0773	14.4701	37.3951
MSTRG.10139	5.00796	2.16969	3.6981	1.94436	2.78975	5.01055
MSTRG.1014	19.3485	10.5929	14.0301	16.4188	20.0959	32.7819
MSTRG.10140	1.57697	1.59691	1.99924	0.984553	0.957942	0.844578
MSTRG.10141	28.1311	9.48387	13.9421	8.69779	13.8173	29.9733
MSTRG.10142	159.455	124.144	99.192	153.987	105.709	62.9211
MSTRG.10143	27.0833	6.6583	4.73128	13.3636	19.194	36.2626
MSTRG.10144	19.5995	12.342	15.283	11.5792	16.9673	24.8052
MSTRG.10145	24.6347	22.1535	23.2206	23.1502	19.6247	32.0369
MSTRG.10146	13.6317	16.5333	16.5032	12.8393	8.52692	12.9053
MSTRG.10147	571.001	273.056	306.887	219.599	126.986	190.559
MSTRG.10148	19.356	5.90135	7.58084	7.65804	14.431	18.9889
MSTRG.10149	716.371	617.375	721.006	646.035	714.794	1492.54
MSTRG.1015	77.6205	144.779	139.818	111.163	40.2297	21.4755
MSTRG.10150	39.6912	26.9864	26.4423	29.0482	60.7852	111.322
MSTRG.10151	0	0	0	0	184.017	278.126
MSTRG.10152	11.9465	8.3622	10.9843	10.5981	11.1694	22.1929
MSTRG.10153	0.0878941	0.0216074	0.0092116	0	3.48241	10.9073
MSTRG.10154	15.1494	9.77655	13.3128	10.9266	8.29195	13.2932
MSTRG.10155	0.377478	2.92323	0	0.638596	0.13376	0.101083
MSTRG.10156	10.3799	5.85493	5.36428	11.9161	9.61285	40.9322
MSTRG.10157	60.8227	52.0868	70.392	46.4601	59.6428	118.434
MSTRG.10158	0.450095	0.512695	0.501126	0.554163	2.08757	2.04096
MSTRG.10159	12.7449	11.9153	10.4424	11.9194	8.5871	5.09533
MSTRG.1016	86.8886	115.973	47.401	181.18	23.6291	13.1527
MSTRG.10160	27.1142	25.6809	28.344	28.5914	26.9494	77.7256
MSTRG.10161	0.438962	0.696164	0.492809	0.954792	1.59992	1.51134
MSTRG.10162	3.70912	7.16199	4.64094	7.58556	6.08399	9.77173
MSTRG.10163	9.1925	3.50537	3.7579	4.2562	11.8361	22.2084
MSTRG.10164	0.210671	0.0776849	0.0772822	0.0890969	3.26745	7.68805
MSTRG.10165	21.2866	14.8865	15.5362	16.3831	21.1991	28.1242
MSTRG.10166	0	11.7092	19.9685	40.3158	33.7535	0
MSTRG.10167	9.68288	6.06847	8.13035	6.86746	13.7807	19.9149
MSTRG.10168	138.873	244.789	176.366	218.256	82.4476	71.226
MSTRG.10169	49.6056	11.8768	7.74782	12.1527	1.74626	0.9477
MSTRG.1017	4.19805	11.0459	2.17556	7.89147	4.87757	2.72579
MSTRG.10170	68.9746	32.4015	40.2382	27.3914	9.06506	10.7961
MSTRG.10171	26.3441	16.1353	21.2079	19.2062	16.2005	20.8853
MSTRG.10172	82.9481	71.4344	78.0404	82.8727	50.5133	60.3856
MSTRG.10173	53.6095	30.3102	19.581	36.6659	56.8801	68.6491
MSTRG.10174	99.5779	51.0587	40.9448	34.7831	24.3761	37.5403
MSTRG.10175	31.195	12.7611	16.4187	18.9874	33.4908	49.2923
MSTRG.10176	51.1596	21.181	37.7212	20.9859	11.1412	16.2497
MSTRG.10177	3.46774	3.05905	3.1632	3.10739	5.80303	3.58766
MSTRG.10178	28.8591	18.3657	19.8762	26.4774	49.8027	84.2785
MSTRG.10179	122.64	64.8236	69.8604	85.6346	85.177	90.1109
MSTRG.1018	1.54653	0.446254	0.317245	1.59865	2.09077	1.35605
MSTRG.10180	1.85731	0.522361	0.445665	0.492212	0.921804	6.07473
MSTRG.10181	0.207571	0.0637878	0.087027	0.263368	0.330988	3.44624
MSTRG.10182	0.0841461	0.0206847	0.0705585	0.0711764	0.0298155	0.36054
MSTRG.10183	92.627	86.4116	36.5888	138.529	105.214	164.492
MSTRG.10184	4.88379	9.95063	3.49915	10.9784	1.56463	2.20357
MSTRG.10185	22.935	25.5535	19.0137	26.306	3.70994	2.19279
MSTRG.10186	61.8052	70.7505	62.9055	55.1626	46.0121	54.9636
MSTRG.10187	10.4582	11.2651	9.8991	10.1228	8.67662	12.7545
MSTRG.10188	34.916	34.4048	26.201	31.5686	16.6443	9.03221
MSTRG.10189	9.6503	4.77483	5.67392	4.92053	4.44019	5.15955
MSTRG.1019	119.847	181.39	140.407	153.556	49.5714	16.4574
MSTRG.10190	32.2324	9.13474	8.75415	17.4416	28.9389	40.7312
MSTRG.10191	4.94251	8.26262	10.589	7.52531	10.9286	32.4001
MSTRG.10192	21.062	20.2213	21.3572	15.7807	15.4949	13.4689
MSTRG.10193	16.1904	8.84255	15.9995	5.41241	7.76398	5.99711
MSTRG.10194	29.0004	22.252	25.9486	22.1487	17.7512	25.8702
MSTRG.10195	56.1836	10.0893	38.2802	9.24634	17.9819	34.1148
MSTRG.10196	16.0011	27.5366	25.7167	21.1227	6.70094	3.50581
MSTRG.10197	0.352923	1.86543	1.06352	1.26874	0.781616	0.212642
MSTRG.10198	1.91901	2.9632	1.12678	4.11044	20.6384	6.17242
MSTRG.10199	6.46357	8.74868	8.02594	10.5393	30.4329	17.8487
MSTRG.1020	5.05673	3.62784	4.67364	3.91722	1.43573	1.27959
MSTRG.10200	1.90861	2.7762	1.46704	1.8835	7.89029	4.59984
MSTRG.10201	1.61751	4.33445	1.6954	3.76255	1.14633	1.60264
MSTRG.10202	124.266	151.188	72.6287	112.319	45.4678	263.31
MSTRG.10203	3.12883	1.63296	0.371442	1.87168	4.13163	5.68049
MSTRG.10204	1153.78	835.389	844.649	838.433	962.262	2945.47
MSTRG.10205	9.95672	19.2812	6.51447	20.4074	135.717	34.0074
MSTRG.10206	90.8692	42.598	35.6696	73.0736	154.795	130.776
MSTRG.10207	1.97109	0.605728	0.309903	0.833645	3.84152	1.31958
MSTRG.10208	1.22496	0.483369	0.84971	2.29756	0.639285	1.46164
MSTRG.10209	0.576198	1.0274	0.735888	1.56554	2.91284	0.000194146
MSTRG.1021	0.456839	0.220387	1.11592	0.371945	0.129505	0.177816
MSTRG.10210	169.175	82.8848	105.099	94.0376	183.934	104.915
MSTRG.10211	4.90148	4.36507	6.09689	3.70181	2.95972	5.39769
MSTRG.10212	2.55245	1.90739	1.15036	2.46084	13.1611	7.12646
MSTRG.10213	23.6987	19.9788	11.7197	25.3398	17.6915	25.3674
MSTRG.10214	2.6589	2.30066	2.62511	2.18651	1.77968	1.43533
MSTRG.10215	27.7181	20.512	23.4187	19.143	19.3032	27.0943
MSTRG.10216	23.5342	13.4869	19.1975	14.5496	10.7562	16.9255
MSTRG.10217	18.6388	11.0503	11.8648	9.28539	16.9778	21.3583
MSTRG.10218	7.6179	6.5197	8.72491	5.19392	12.8051	89.7008
MSTRG.10219	0.285947	0.102852	0.259489	0.0616695	0.868955	1.3375
MSTRG.1022	6.76649	7.64219	8.10319	11.3213	6.50623	8.18156
MSTRG.10220	0.308391	0.0758163	0.0430991	0.086953	0.509967	1.45896
MSTRG.10221	13.1898	8.02785	10.5051	9.07831	15.3888	27.7887
MSTRG.10222	0	0.73732	0.785891	0.845625	2.83398	6.9604
MSTRG.10223	13.6825	5.78958	3.77037	13.2644	9.39907	22.5068
MSTRG.10224	1.52484	0.865398	1.77883	5.97413	1.99312	1.55167
MSTRG.10225	231.984	188.086	369.409	121.417	211.58	286.127
MSTRG.10226	2.39486	4.06294	2.5759	2.24265	3.98031	7.71796
MSTRG.10227	0	0.276135	0.832521	0.237523	0.0852879	0.0429685
MSTRG.10228	2.37146	1.86828	0.824789	1.09415	1.03131	0.894832
MSTRG.10229	13.3739	3.02877	3.1694	4.17118	13.0033	13.9387
MSTRG.1023	0.266276	0.580991	3.0353	0.140768	0.330245	0.0356454
MSTRG.10230	49.7242	32.0075	33.2539	33.3035	14.615	7.89071
MSTRG.10231	13.7398	14.168	12.9846	14.9191	15.2532	25.342
MSTRG.10232	8.64726	4.14716	6.13799	5.08525	5.84972	46.5712
MSTRG.10233	3.31199	1.96424	2.30479	2.7582	3.34539	5.58201
MSTRG.10234	3.87095	2.7453	3.86144	2.47011	2.74335	3.56013
MSTRG.10235	26.9251	18.4884	26.9821	19.2158	22.4577	40.1293
MSTRG.10236	0.489905	0.24473	0.284141	0.455103	1.09907	5.41121
MSTRG.10237	5.00815	3.50193	4.96536	3.05566	5.52757	9.03601
MSTRG.10238	90.1233	50.9026	41.6035	58.396	35.238	24.2915
MSTRG.10239	4.91512	4.22463	4.8754	5.58866	10.7664	11.324
MSTRG.10240	7.68007	4.49957	1.58905	11.3064	28.3652	25.0042
MSTRG.10241	2.35465	1.06127	0.590838	1.14675	0.379247	0.332515
MSTRG.10242	0.695136	3.8709	3.13348	1.76608	1.133	2.48032
MSTRG.10243	3.0866	1.68369	2.06246	3.46471	3.55068	11.5403
MSTRG.10244	6.27474	7.81842	6.51065	10.7544	6.28822	25.7036
MSTRG.10245	0.361688	0.142429	0.198941	0.238145	0.0806972	0.278112
MSTRG.10246	13.3455	13.4262	9.89381	20.8803	22.5365	49.9518
MSTRG.10247	0.132643	0.164077	0.276418	0.164504	0.419739	2.54668
MSTRG.10248	8.43033	10.4285	9.08602	14.3197	16.5999	37.7913
MSTRG.10249	2.99466	4.81303	3.96776	3.60098	4.06	10.4217
MSTRG.1025	0	0	0	0	0.470452	0
MSTRG.10250	1.13861	1.72618	1.39235	2.40779	1.76757	6.01095
MSTRG.10251	0.579068	1.63261	1.94687	1.79435	1.00883	3.20386
MSTRG.10252	0.558985	0.633188	0.457336	0.752162	0.297097	7.72822
MSTRG.10253	2.14052	2.48037	2.08951	2.41991	1.76492	4.76187
MSTRG.10254	14.6873	6.45497	11.6932	9.30347	5.48299	28.3425
MSTRG.10256	12.4017	1.56231	3.60286	5.86594	5.88529	8.38635
MSTRG.10257	2.00689	2.46692	1.05177	4.24392	6.40028	23.6463
MSTRG.10258	99.9928	20.4249	230.782	381.691	1246.29	3727.85
MSTRG.10259	1.2329	0.397039	0.839561	0.640811	2.68211	12.9983
MSTRG.1026	4.29184	9.43676	9.1371	7.36889	3.18264	2.81615
MSTRG.10260	126.017	64.1494	112.42	49.8397	43.797	46.5304
MSTRG.10261	60.9137	31.327	47.2538	30.2317	37.1296	45.8956
MSTRG.10262	11.8091	7.86882	11.3542	11.2101	12.1025	27.2474
MSTRG.10263	115.22	1104.4	327.59	1599.91	202.751	119.055
MSTRG.10264	293.677	750.619	455.427	1412.05	117.55	67.2635
MSTRG.10265	15.6718	126.819	7.90225	209.364	7.65252	0.908548
MSTRG.10266	39.4413	30.4887	33.0662	24.1042	23.6392	27.4557
MSTRG.10267	15.429	10.0337	10.3971	13.0183	16.0935	20.3099
MSTRG.10268	32.701	11.1256	14.0959	23.5295	52.5617	81.9762
MSTRG.10269	1.78727	0.977496	0.591784	1.412	2.51793	2.95609
MSTRG.1027	5.19375	3.15864	2.02364	6.90899	2.23824	3.28898
MSTRG.10270	8.23132	4.86847	4.48946	7.67821	16.9267	23.0504
MSTRG.10271	0	0.559931	0.631489	1.07728	2.94737	2.28017
MSTRG.10272	12.2503	7.77841	8.38829	9.62046	17.1606	25.4916
MSTRG.10273	18.5308	21.6658	23.8874	21.7248	24.0355	17.398
MSTRG.10274	7.53579	4.93583	4.26311	6.22955	5.79228	6.55832
MSTRG.10275	2.14131	1.24178	5.13212	1.10026	5.60934	9.31076
MSTRG.10276	4.34205	4.07073	4.45878	2.98244	3.98279	7.4398
MSTRG.10277	0	0.0547508	0.105044	0.0941897	0.118373	8.05101
MSTRG.10278	0.738936	0.310226	0.487451	0.475797	0.501724	10.4276
MSTRG.10279	7.55143	5.12237	6.30789	5.32944	13.7371	27.5713
MSTRG.1028	4.59914	5.97866	3.86308	5.06893	8.39573	7.71177
MSTRG.10280	11.9843	4.51186	9.11569	9.30158	10.5076	6.31103
MSTRG.10281	1.09843	0.840462	1.0939	0.891162	1.0378	3.56945
MSTRG.10282	25.2252	21.204	25.9206	22.6959	22.2488	20.758
MSTRG.10283	101.032	34.6055	43.4626	28.9682	9.43552	6.55049
MSTRG.10284	5.59728	6.0139	6.13002	5.45522	6.08646	1.47071
MSTRG.10285	67.5419	37.9932	48.2468	43.8235	35.4155	43.9678
MSTRG.10286	5.12907	3.96156	4.92101	4.0412	2.52144	4.06775
MSTRG.10287	6.66277	2.78602	9.37123	3.1792	2.40132	3.59889
MSTRG.10288	19.7093	14.4596	15.285	15.3248	24.7747	31.9974
MSTRG.10289	1.11282	0.29467	0.718848	0.474957	3.86909	1.53293
MSTRG.1029	62.3973	63.1636	49.869	81.0581	53.7529	62.2973
MSTRG.10290	1.92185	0.86298	1.03778	2.41381	6.79829	6.45051
MSTRG.10293	110.978	113.473	121.175	117.395	131.956	342.839
MSTRG.10294	6.95293	3.4822	4.00524	4.92842	14.1114	13.9203
MSTRG.10295	6.79133	4.0956	4.58646	6.48079	13.974	29.6262
MSTRG.10296	43.3534	12.2849	20.1459	24.372	56.2209	85.2419
MSTRG.10297	0	0.11886	0.347651	0.506821	1.965	0.923974
MSTRG.10298	20.9378	17.1262	16.8541	21.5073	55.8616	113.253
MSTRG.10299	0.816321	0.401377	0.456339	0.115084	3.79258	7.28664
MSTRG.103	10.0398	5.47292	8.05048	10.7343	43.8301	59.8545
MSTRG.1030	16.9517	13.2801	11.8285	14.2597	17.274	17.2591
MSTRG.10300	10.9763	6.83896	9.03859	5.77385	7.19554	15.0272
MSTRG.10301	2.5974	1.8802	1.93599	3.25491	7.32903	11.4121
MSTRG.10302	2.82426	0.7424	1.72607	0.872891	0.939194	1.19844
MSTRG.10303	22.8674	8.50944	6.53145	10.9005	13.0083	12.4287
MSTRG.10304	26.9196	3.6552	4.92761	9.33766	2.80978	0.755113
MSTRG.10305	22.222	16.9791	21.7113	20.3332	23.1458	27.3517
MSTRG.10306	3.29147	2.75631	3.92975	1.37033	3.07985	0.991584
MSTRG.10307	0.0492521	1.60713	1.27338	1.042	0.454066	0.145083
MSTRG.10308	0.156419	0.341153	0.605827	0.726384	0.112337	0.242475
MSTRG.10309	0.922456	0.801504	1.54698	0.766778	0.428305	0.255523
MSTRG.1031	143.335	78.27	143.566	93.8027	63.1813	63.3569
MSTRG.10310	14.894	30.3804	36.8351	34.0033	10.553	20.7322
MSTRG.10311	83.7119	88.4379	98.7158	64.4356	58.305	58.3858
MSTRG.10312	12.4436	2.36365	6.00797	4.06916	4.43973	8.49753
MSTRG.10313	6.08917	2.11623	3.75719	3.00441	1.74489	2.24115
MSTRG.10314	0	0.282654	0.169193	0.455133	1.19614	0.864516
MSTRG.10315	24.0685	13.0533	22.1363	16.6779	44.5566	42.2008
MSTRG.10316	0	0	0	0	0	3232.61
MSTRG.10317	27.5009	17.4707	23.9239	17.6171	23.3167	36.3245
MSTRG.10318	7.82079	4.1896	5.29072	5.14398	6.81556	13.9436
MSTRG.10319	50.7416	40.0617	46.7855	32.3358	37.2385	70.1968
MSTRG.1032	0.643334	0.645822	0.584408	0.99766	1.48178	1.00494
MSTRG.10320	71.2389	57.4994	69.6808	80.4208	72.3837	136.454
MSTRG.10321	9.69252	19.8714	18.1204	8.03227	6.68503	9.35003
MSTRG.10322	0.701515	0.24128	0.39694	0.237398	0.94433	1.20228
MSTRG.10323	31.3884	20.1686	20.413	27.6066	23.2562	41.8358
MSTRG.10324	11.4505	9.50344	9.23312	8.32307	9.81419	18.7502
MSTRG.10325	22.425	20.2361	24.2308	18.1962	25.5883	33.4006
MSTRG.10326	8.58291	4.80011	41.0681	4.87271	139.367	114.666
MSTRG.10327	274.818	0	0	0	0	0
MSTRG.10328	51.2762	15.0817	24.4092	26.1154	53.0824	47.3625
MSTRG.10329	37.8204	64.4026	29.3934	68.173	5.25063	5.5222
MSTRG.1033	2.66553	3.2443	4.27343	2.99394	1.79616	1.22865
MSTRG.10330	2.81369	4.31442	1.67745	6.57485	1.3606	2.05765
MSTRG.10331	3.41228	3.26632	1.17952	5.77269	2.10957	6.92124
MSTRG.10332	5.81986	3.14011	3.47188	6.11106	12.8817	30.679
